AH2L9G3DQHHAJ,116,4
A2IIIDRK3PRRZY,116,1
A1TADCM7YWPQ8M,868,4
AWGH7V0BDOJKB,13714,4
A3UTQPQPM4TQO0,13714,5
A8ZS0I5L5V31B,13714,5
ACNGUPJ3A3TM9,13714,4
A3BED5QFJWK88M,13714,4
A2SUAM1J3GNN3B,13714,5
APOZ15IEYQRRR,13714,5
AYEDW3BFK53XK,13714,5
A1KLCGLCXYP1U1,13714,3
A37W6POFWIVG13,13714,5
A2EIPZNHAEXZHJ,13714,4
A1VAFVJFT58YI3,13714,5
A9KTKY6BUR8U6,13714,1
A2742OG8PK8KU6,13714,5
A38AAPXSJN4C5G,15393,4
A14A5Q8VJK5NLR,29831,4
A3W2PX96K1BA3M,29831,5
A2GKR2Q7MD8DG4,29831,5
A1MC4E00RO5E9T,29831,5
A23PISU0ZLW71C,29831,5
A1KP12IVP6LAGL,38504,5
AG7R3MMF8QLDT,38504,4
ACZSAC9BNB1YA,41696,3
A2OLC4Z84N4P1E,41696,5
A1UP8HIPMV08LP,41696,5
A224LQF2AFU0H8,41696,4
A1QHY69FQH9F5R,95699,3
A339QIWV4489UG,174076,5
A2SSZYR6P60UWF,202010,5
A2WE6C7MXY3W8E,230022,5
A17E59HH7IE1GE,230022,5
ATK5NG3C5X2II,230022,5
A3OOEN7PVHCKLJ,230022,5
AYQGXWZP7S2G,230022,5
A38AAPXSJN4C5G,230022,5
A120FP8P2BV153,230022,5
A2XFM8PN6G0B02,230022,5
AFQUVVVDRNXEJ,230022,5
ATYD7UJKRFEFU,230022,5
A913X3CZ55YAA,401048,5
A35OP02LIXZ84E,477141,1
A2LI5026JCXQBA,000047715X,4
A2CAVTNQA2Y3IJ,000047715X,5
A2685NTFXLJJ1T,000047715X,5
A17TBLPM7H401J,000047715X,4
A3NMH1KTLG7CWX,000047715X,5
AHNMXYVRDN1R9,000047715X,5
A3CWYYP3IITCDP,619574,3
A22RY8N8CNDF3A,000077135X,5
A3S1YQA5N7DWGD,913154,5
A916XU83L54V6,913154,5
A3IKTM9D8RVWKU,913154,5
AP25VUIFDC582,913154,5
A22B03O2LPMJVU,913154,5
A2SLVVXPRB60JC,913154,5
A18F3K8ZJR2VD0,913154,5
A28X5I7TL8BAOH,913154,5
A1CP960DFEHZ5H,000100039X,5
A10000012B7CGYKOMPQ4L,000100039X,5
A2S166WSCFIFP5,000100039X,5
A1BM81XB4QHOA3,000100039X,5
A2MKF9WWPC181T,000100039X,5
A1MOSTXNIO5MPJ,000100039X,5
A2XQ5LZHTD4AFT,000100039X,5
A1K0SULL2SYD4S,000100039X,4
A3PRJTA493R8ZW,000100039X,5
A3V1MKC2BVWY48,000100039X,5
A12387207U8U24,000100039X,5
A1SGX7ZTFNRY59,000100039X,5
AL91K8JCKOXDT,000100039X,5
A2E2F4MLVYDGEQ,000100039X,1
A29TRDMK51GKZR,000100039X,5
A3FI0744PG1WYG,000100039X,5
A1ESQ3ZLSD5WJQ,000100039X,2
A873MY9QLQLJR,000100039X,5
A2LBBQHYLEHM7P,000100039X,5
A1340OFLZBW5NG,000100039X,5
A3W2IVR69VGG6U,000100039X,4
A2KU9IU07LOJS1,000100039X,5
A2WVHIRDMLM82E,000100039X,5
A2I35JB67U20C0,000100039X,5
A27X0K0PTU3W7R,000100039X,5
A19N3FCQCLJYUA,000100039X,5
A3079HWOKNBQR8,000100039X,5
A1G67VMMUNDWRH,000100039X,4
A3FFNE1DR5SI1W,000100039X,5
AK0FI0VIKMXH9,000100039X,5
A1JO576QRW9E0G,000100039X,5
A1BQ7T9J84GDOJ,000100039X,5
A5JX4FNFLFJUP,000100039X,5
A3A3NZIAJX30TU,000100039X,5
A1TT4CY55WLHAR,000100039X,5
A2ANKX9F6UAOZB,000100039X,5
A1TA5SEXDFJRGK,000100039X,5
A2TVM0ZZZWRK11,000100039X,5
A3NAWI4L7ZBPJO,000100039X,4
A2X4HE21JTAL98,000100039X,5
ARDQ9KNB8K22N,000100039X,5
A27ZH1AQORJ1L,000100039X,5
A5E9TSD20U9PR,000100039X,5
A26GKZPS079GFF,000100039X,5
A3UZSIDE90JWW1,000100039X,5
A34GJPYSOGMQ35,000100039X,4
AENNW2G826191,000100039X,3
A1KQ80Y692CDOI,000100039X,2
AUTNO7VDY4H4A,000100039X,5
AF7CSSGV93RXN,000100039X,5
A3L6UC8985ORUY,000100039X,5
A113MEGW2M8C2F,000100039X,2
A1T8XIRW1OLK5G,000100039X,5
A3SK701OIJM1YX,000100039X,5
A3Q4Q7XFEM5UHL,000100039X,5
A2RC16D2R9LXGW,000100039X,5
A24JRVJFYYXKPS,000100039X,5
A1FFY9CY86IDD,000100039X,5
A3H65DAAV98C8F,000100039X,5
AUNCAO68EXFRG,000100039X,5
A21SZ8URIZFDRW,000100039X,5
A174OHGABJ4YAN,000100039X,5
A7EBFU5OXPAQ4,000100039X,5
A2PH70X2FVDDGH,000100039X,5
AIPVXNLGA5YUY,000100039X,4
A2M7R6TNMH5YZN,000100039X,3
A1HQ32HO9BQR7Z,000100039X,5
A37473RZR4WOHK,000100039X,5
A1NPNGWBVD9AK3,000100039X,5
A1TY6FNLD3PSRQ,000100039X,5
AJTTO7FN4PX80,000100039X,5
A25DQKCOPNDCFC,000100039X,5
A13C50JF143I83,000100039X,5
A1OVTGOABA03MO,000100039X,5
A1NTFC42V6KRZT,000100039X,5
A20BIPRPD473RD,000100039X,5
A1L5IG1LKN6NED,000100039X,5
A3OM311DLNWBF,000100039X,5
A2U31H5N3L2FAF,000100039X,5
A3IDA2DVEWP09K,000100039X,5
A33MMYXQD20CVH,000100039X,5
A15ACUAJEJXCS3,000100039X,5
A234ILZPYP0TTX,000100039X,5
A393EJD130USD6,000100039X,5
A1T9OSAAHJ4Y4P,000100039X,5
ATIZODZJRGW7K,000100039X,5
A3834WP6FB2UE6,000100039X,5
A1CK9AM723KWTP,000100039X,5
A133S8CUIVRFKN,000100039X,5
A3NPACKJFKAZIE,000100039X,5
AUNO2CB90RZ92,000100039X,5
A3BHSR8LON67NA,000100039X,5
A2DAW90AIOJY1B,000100039X,5
A2B5U036VNR5MA,000100039X,5
A1IOZY37ZC0T1Y,000100039X,5
A1MHBQRVSKHJCU,000100039X,5
A1JP8MMNY1EACY,000100039X,5
A1U8BMNVUVNXW7,000100039X,5
A35HKAMNB04WZ2,000100039X,5
A3IS4WGMFR4X65,000100039X,5
A2NADOABAA13VC,000100039X,5
A3GCDS9S7YKUY8,000100039X,5
A33GLP9XK1IEDU,000100039X,5
AHADO0TEQIZVO,000100039X,5
A1DU5APNX495UD,000100039X,5
A2YES2457DG6VS,000100039X,4
AVMZASV37BEI0,000100039X,5
A2ETRFEITI6Q5L,000100039X,5
A3FU86AVLGG2SW,000100039X,3
A29UKKG1FVTDVC,000100039X,4
A39FW2WG64TQGO,000100039X,2
A386A9WE42M4PG,000100039X,1
A94X0HVBDF3GM,000100039X,5
A2N9GJAOTN92FH,000100039X,3
AWLFVCT9128JV,000100039X,5
A8PGX8CXNA527,000100039X,5
AWAWNWH21F94N,000100039X,5
A33CNFK776MTWR,000100039X,5
A1MCAHDE1F3Q6L,000100039X,5
A2DR7LEUAEJDG7,000100039X,5
A3QVU24YDMHX38,000100039X,5
A21G5RU7JQMWHN,000100039X,5
APELCKI6IJ7E1,000100039X,4
A2AYZ119ILGZ8M,000100039X,5
A12XKPZWLHQWQP,000100039X,5
A21Z17R9JIZJVR,000100039X,4
AHF6VG55JP9HI,000100039X,5
APW96HJ7GYRJH,000100039X,5
A2QZFUQ8ME1KYS,000100039X,5
AW1Z7GYIBWB4K,000100039X,5
AMRZ5G7HF7I03,000100039X,5
A34HCSZJXZLPC,000100039X,5
A3QZI8VT0VWUEX,000100039X,5
AI9CMLQWH9KRP,000100039X,5
A2NHD7LUXVGTD3,000100039X,5
A1K1JW1C5CUSUZ,000100039X,5
A2D6ZVBG83S7AX,000100039X,5
ABNAODH0QVM1H,000100039X,5
ADS5APY1NKTL4,000100039X,5
A1H456ZKORAWG7,000100039X,5
A3K5UQZ6I980GF,000100039X,5
A12W8NRSYR593I,000100039X,5
A3A0ZK5GTHSCUV,000100039X,5
A2RHYKK0P19Q12,000100039X,5
A1IBHCPPCTUPDK,000100039X,5
A38AAPXSJN4C5G,000100039X,5
A256HLO8LOZ7TM,000100039X,5
A2I581LXV5C4ZA,000100039X,5
A2P53KTOPP41VJ,000100039X,5
A2QTSBRRLU72X6,000100039X,5
AHU79FTN61C01,000100039X,3
AA6C78DHRK962,000100039X,5
AL5JTP4TSNKP2,000100039X,5
A20YVS4VQGEAHH,000100039X,5
A1CESRPA842P9X,000100039X,5
APPYZYQ7UANSB,000100039X,5
A309GJSIGWQHFQ,000100039X,5
A263JC385S09O8,000100039X,5
A3I348SL9XYQZY,000100039X,5
AFY0BT42DDYZV,000100039X,5
A2TBX999AZ6Z7U,000100039X,5
A11TYILTAFKPR3,000100039X,5
A35AJDCFWPQUPI,000100039X,5
A395VZN4N4Q2TJ,000100039X,5
A308E1C7MU3462,000100039X,5
A1YXEQT7RWOC5N,000100039X,5
A1GE8MHKYO3RDD,000100039X,5
A20TODSKOXU5F2,000100039X,5
A13EPGMCTKE06Q,000100039X,5
A37R9GGCM36MGV,000100039X,5
A3CINOZKBEFMAF,000100039X,5
A1HMWGWBQ9FHJD,000100039X,5
A1OGQA984MTKBH,000100039X,1
A3FAL45SR8LWHP,000100039X,5
A3UZNGJ9GBU2WL,000100039X,5
AAEP8YFERQ8FC,000100039X,5
A2BQZRA2P81BQG,000100039X,2
A25P6DY6ARTCGZ,000100039X,5
A32K9SN3OAODHO,000100039X,5
A1DFPNL3ILPZRP,000100039X,5
A1IISFGGY4YGVZ,000100039X,5
AH71VCMY3QWMN,000100039X,5
A3VBC43S12M54E,000100039X,4
A14KIIUXXFSVAO,000100039X,5
A3E3WD4IRBIBFI,000100039X,5
A1T0JI4IR2ASF6,000100039X,5
A1DQYPYI53ABM,000100039X,5
A19VIL7MNAWHAA,000100039X,4
A3HZT5HW043WU,000100039X,5
A2Z2PFM5FWD8XM,000100039X,5
AIHEMBMETF74K,000100039X,5
A1SP45I55GQIIE,000100039X,5
A2ZB1G1KUE6OS6,000100039X,2
A1QXHNL8K38TCX,000100039X,5
A1XLZQ205ZAC7L,000100039X,5
A3UZYPFH8DC9XW,000100039X,3
A1T9MNWGNBWGUT,000100039X,5
A3UJJGY799F76I,000100039X,5
A9WX8DK93SN5,000100039X,1
A3OYE24TGYY9GZ,000100039X,5
A1VVBHGM8DFIZ4,000100039X,1
AJ4OAFXM11J8C,000100039X,5
A1B01MB9FIC77F,000100039X,5
A1NJ3L6YFYKGTQ,000100039X,5
A3UY8MG7G9BZ0D,000100039X,5
A34IJ03LO5KT1W,000100039X,5
A1IJVXGQJ7P1G1,000100039X,5
ARGUXMBC5AY34,000100039X,2
A1UYE5C8VH3314,000100039X,4
A2YCL7EHAUYM2L,000100039X,5
A2Z6BHI0A6URGH,000100039X,3
A30UW1EYD6HBI1,000100039X,2
A32V6JCMRLX5Y4,000100039X,5
A2E71VWXO59342,000100039X,5
AOHN44SNBRH1Y,000100039X,5
A329BKRM2USZ8T,000100039X,5
AFJZ0YVB4XMCE,000100039X,5
A3OK8G6FAEFYCN,000100039X,4
A36JQ1WC5JQPFQ,000100039X,1
A1Q0EKDQGNLVNU,000100039X,5
A1TYDYZO9JV5LX,000100039X,1
A2OP1HD9RGX5OW,000100039X,5
AXAO8DBI5KLG7,000100039X,5
AA3STBZCDCB38,000100039X,4
A2TCOE57ABJ5SZ,000100039X,5
A1IE6HLKMQO7GD,000100039X,5
AJO8FV1JWS2Y2,000100039X,5
A1QJE9MWYGRQGD,000100039X,5
AAT27HAI56SFL,000100039X,5
A3NU1LBH7RPFHV,000100039X,4
A31WDOV3Q22ANV,000100039X,5
A3CD6QSN6R2RTF,000100039X,5
A3G3KFIT9C7T2S,000100039X,5
A36DJN9R64HC29,000100039X,5
A1OF27A38W9P41,000100039X,5
ABFOAYZA2UHD3,000100039X,5
A1XU2UXCTFC9WY,000100039X,4
A2X6GEC6LCDN4S,000100039X,5
AAFLZI7MX9UIG,000100039X,5
ADE3TQBSG0WL4,000100039X,5
A214CK44QD53C2,000100039X,5
AKJCJ46AP0S2A,000100039X,2
A3KQL4H6XZN1FH,000100039X,2
A31E4QSVZ5EGN5,000100039X,5
A1FQPOYRBTTK1,000100039X,5
A4JRMHL3E6J3E,000100039X,5
AYXIINZ9IJOAF,000100039X,5
A1NDE525ADR5S9,000100039X,5
A34M60TUMWX37K,000100039X,5
A1JBOMEZBH80JU,000100039X,5
A3OTFD9KH19YDX,000100039X,1
A2DFYTW62P25Z,000100039X,5
A1MZQH9TE6HB5O,000100039X,5
A2MPRPCAQLTR3L,000100039X,5
AEFKN0F9UP7IV,000100039X,5
A2W6WXEUAVM3E,000100039X,5
A7GT0WQKKDP0V,000100039X,5
A2E6KOIMCIB642,000100039X,5
A30YVWWAJ9DQNK,000100039X,5
A3NTO3DD12414W,000100039X,5
AL6PYFVVE2FKZ,000100039X,5
A27CGDREIA9TM,000100039X,1
A3GF4R3XSEWQDO,000100039X,4
AVGXHTOJL2MM3,000100039X,5
ATAPOART4QGVO,000100039X,3
A3IYL78735JUMU,000100039X,5
A34ED6IDT0CMM3,000100039X,5
A2052JNVUPRTMT,000100039X,5
A2SX6SA1X79F18,000100039X,5
A3RBYX5X8QE6M1,000100039X,5
A1MGY6AJOSPENU,000100039X,5
A3RSE1D2KPHJ1F,000100039X,5
ADT39C7GOEAWW,000100039X,4
ASW9FWXSGKV2C,000100039X,5
AHB1SOUHFL0ET,000100039X,5
A3THZUJTJLVLYS,000100039X,4
A3N2LY9WUORQ8,000100039X,5
AX5HLE2F6W6EE,000100039X,5
AGKPTMTR3UX1R,000100039X,5
A2CN1URV14R0C7,000100039X,5
A1HS49P9TZRGV9,000100039X,5
AMFSDTN7LJ4EM,000100039X,5
A236R0PMGGS3MI,000100039X,5
A3Q5B6YEMGK4HI,000100039X,5
A3AEREDY3D3YDZ,000100039X,2
A3SIKE1XYYT3AV,000100039X,5
A2W4TXYV1M7FQ4,000100039X,5
A9T8ZRNEKGKTD,000100039X,5
A1FAUIS2GUBXZG,000100039X,5
A1SSJ6O62LXAZM,000100039X,5
A3PNE8TV5Z9GOF,000100039X,4
A1O41MUW74NH7Y,000100039X,5
AYZLXLVMJGTJV,000100039X,5
AG74166FELW9U,000100039X,5
A3GNW5MN7WN17J,000100039X,5
A1A322FQ2SPLGC,000100039X,5
A36OA2VHD295XA,000100039X,5
A1DXUPOX9PZOB3,000100039X,5
A2W53LAQBPR831,000100039X,4
A2ZZHMT58ZMVCZ,000100039X,5
A5K32C2QZN3WL,000100039X,4
A3BWLXLEOHMD01,000100039X,5
A3S7ZMG2KGJ5BA,000100039X,5
AQK9X858KUY9U,000100039X,4
A1VSHT4FFP768T,000100039X,5
A37LZMUIOPWJ2P,000100039X,5
A114GP7RIF77T,000100039X,5
A1GZF9PXBGNWIA,000100039X,5
A1AKJXUHMZS9B6,000100039X,5
A2LB6QP9RW1XZ0,000100039X,5
AL7S3BPKXW173,000100039X,5
A4KYR93C6D5AI,000100039X,5
AQDD7PB1Z8ND,000100039X,5
A15TR14UP88GFQ,000100039X,5
A157UENZPTI1TD,000100039X,5
A2FJEPAU76GFKA,000100039X,5
A3W43PSHRIG8KV,000100039X,4
A2GU6FTYXAN2CK,000100039X,5
A3HLNFF21USD1K,000100039X,1
A17J2DSQSQ9CMM,000100039X,5
A1P5UBFPQ48OWN,000100039X,5
AACNFH28C1ZHB,000100039X,2
AO3IVXXU3T4R3,000100039X,5
A2YJE5SXYYDF7H,000100039X,5
A1V7OBRH7RG3PX,000100039X,5
A1UVPSLUQYY2F9,000100039X,5
A31SPUE9DIAR1R,000100039X,5
A2ZNW91MJI2V7K,000100039X,5
A108N6OJVASROJ,000100039X,5
A17YT4D9C757XW,000100039X,1
AQDHM16UK3LU9,000100039X,4
A3MNX1E6WG580N,000100039X,5
A3RBKJ7I79JA0T,000100039X,5
AGMKQ6HLAZQ47,000100039X,5
AXGNUEMHIDGNA,000100039X,5
ANWMXAZZR2J0A,000100039X,5
A3FQ5LW4LR0EZU,000100039X,5
A2I0AOWKGCU6M1,000100039X,5
A1K0OKADW884X9,000100039X,5
A2OKG8UA0G4OXS,000100039X,5
A2S37EUXKP6J8G,000100039X,5
AJ2CPKQKCR1TD,000100039X,5
A2OTT1A1KDAHHP,000100039X,5
ASRUZVEEKHJ2X,000100039X,4
A105P3WDGEVDF0,000100039X,4
A2QLZNJZH0M5L1,000100039X,5
A1M0B476UIVAXS,000100039X,5
A1WEGTO97FSY14,000100039X,1
A213XTCN8A0I52,000100039X,2
AUYB5QOIERY0D,000100039X,5
AS5ERWDSXRDNX,000100039X,4
A1WW6ITJSQP1TQ,000100039X,5
ATTHVHJI33Q0X,000100039X,5
APHX2A37KDRAH,000100039X,4
